d1,d2,d3,d4,ds1,ds2,a1,a2,a3,a4,as1,as2,outcome,d1_atk_type,d1_def_type,d1_role,d1_weapon,d1_position,d1_alt_count,d1_invul,d1_deals_dmg,d1_heals,d1_heals_team_or_self,d1_ex_cost,d1_ex_length,d1_generates_cost,d1_taunts,d1_max_hp,d1_atk,d1_def,d1_dmg_reduction,d1_healing,d1_accuracy,d1_evasion,d1_crit,d1_crit_res,d1_crit_dmg,d1_crit_dmg_res,d1_stability,d1_min_dmg,d1_n_range,d1_cc_power,d1_cc_res,d1_recov_boost,d1_atk_spd,d1_mov_spd,d1_block_rate_bonus,d1_def_piercing,d1_mag_count,d1_na_cost,d1_equip_slot1,d1_equip_slot2,d1_equip_slot3,d2_atk_type,d2_def_type,d2_role,d2_weapon,d2_position,d2_alt_count,d2_invul,d2_deals_dmg,d2_heals,d2_heals_team_or_self,d2_ex_cost,d2_ex_length,d2_generates_cost,d2_taunts,d2_max_hp,d2_atk,d2_def,d2_dmg_reduction,d2_healing,d2_accuracy,d2_evasion,d2_crit,d2_crit_res,d2_crit_dmg,d2_crit_dmg_res,d2_stability,d2_min_dmg,d2_n_range,d2_cc_power,d2_cc_res,d2_recov_boost,d2_atk_spd,d2_mov_spd,d2_block_rate_bonus,d2_def_piercing,d2_mag_count,d2_na_cost,d2_equip_slot1,d2_equip_slot2,d2_equip_slot3,d3_atk_type,d3_def_type,d3_role,d3_weapon,d3_position,d3_alt_count,d3_invul,d3_deals_dmg,d3_heals,d3_heals_team_or_self,d3_ex_cost,d3_ex_length,d3_generates_cost,d3_taunts,d3_max_hp,d3_atk,d3_def,d3_dmg_reduction,d3_healing,d3_accuracy,d3_evasion,d3_crit,d3_crit_res,d3_crit_dmg,d3_crit_dmg_res,d3_stability,d3_min_dmg,d3_n_range,d3_cc_power,d3_cc_res,d3_recov_boost,d3_atk_spd,d3_mov_spd,d3_block_rate_bonus,d3_def_piercing,d3_mag_count,d3_na_cost,d3_equip_slot1,d3_equip_slot2,d3_equip_slot3,d4_atk_type,d4_def_type,d4_role,d4_weapon,d4_position,d4_alt_count,d4_invul,d4_deals_dmg,d4_heals,d4_heals_team_or_self,d4_ex_cost,d4_ex_length,d4_generates_cost,d4_taunts,d4_max_hp,d4_atk,d4_def,d4_dmg_reduction,d4_healing,d4_accuracy,d4_evasion,d4_crit,d4_crit_res,d4_crit_dmg,d4_crit_dmg_res,d4_stability,d4_min_dmg,d4_n_range,d4_cc_power,d4_cc_res,d4_recov_boost,d4_atk_spd,d4_mov_spd,d4_block_rate_bonus,d4_def_piercing,d4_mag_count,d4_na_cost,d4_equip_slot1,d4_equip_slot2,d4_equip_slot3,a1_atk_type,a1_def_type,a1_role,a1_weapon,a1_position,a1_alt_count,a1_invul,a1_deals_dmg,a1_heals,a1_heals_team_or_self,a1_ex_cost,a1_ex_length,a1_generates_cost,a1_taunts,a1_max_hp,a1_atk,a1_def,a1_dmg_reduction,a1_healing,a1_accuracy,a1_evasion,a1_crit,a1_crit_res,a1_crit_dmg,a1_crit_dmg_res,a1_stability,a1_min_dmg,a1_n_range,a1_cc_power,a1_cc_res,a1_recov_boost,a1_atk_spd,a1_mov_spd,a1_block_rate_bonus,a1_def_piercing,a1_mag_count,a1_na_cost,a1_equip_slot1,a1_equip_slot2,a1_equip_slot3,a2_atk_type,a2_def_type,a2_role,a2_weapon,a2_position,a2_alt_count,a2_invul,a2_deals_dmg,a2_heals,a2_heals_team_or_self,a2_ex_cost,a2_ex_length,a2_generates_cost,a2_taunts,a2_max_hp,a2_atk,a2_def,a2_dmg_reduction,a2_healing,a2_accuracy,a2_evasion,a2_crit,a2_crit_res,a2_crit_dmg,a2_crit_dmg_res,a2_stability,a2_min_dmg,a2_n_range,a2_cc_power,a2_cc_res,a2_recov_boost,a2_atk_spd,a2_mov_spd,a2_block_rate_bonus,a2_def_piercing,a2_mag_count,a2_na_cost,a2_equip_slot1,a2_equip_slot2,a2_equip_slot3,a3_atk_type,a3_def_type,a3_role,a3_weapon,a3_position,a3_alt_count,a3_invul,a3_deals_dmg,a3_heals,a3_heals_team_or_self,a3_ex_cost,a3_ex_length,a3_generates_cost,a3_taunts,a3_max_hp,a3_atk,a3_def,a3_dmg_reduction,a3_healing,a3_accuracy,a3_evasion,a3_crit,a3_crit_res,a3_crit_dmg,a3_crit_dmg_res,a3_stability,a3_min_dmg,a3_n_range,a3_cc_power,a3_cc_res,a3_recov_boost,a3_atk_spd,a3_mov_spd,a3_block_rate_bonus,a3_def_piercing,a3_mag_count,a3_na_cost,a3_equip_slot1,a3_equip_slot2,a3_equip_slot3,a4_atk_type,a4_def_type,a4_role,a4_weapon,a4_position,a4_alt_count,a4_invul,a4_deals_dmg,a4_heals,a4_heals_team_or_self,a4_ex_cost,a4_ex_length,a4_generates_cost,a4_taunts,a4_max_hp,a4_atk,a4_def,a4_dmg_reduction,a4_healing,a4_accuracy,a4_evasion,a4_crit,a4_crit_res,a4_crit_dmg,a4_crit_dmg_res,a4_stability,a4_min_dmg,a4_n_range,a4_cc_power,a4_cc_res,a4_recov_boost,a4_atk_spd,a4_mov_spd,a4_block_rate_bonus,a4_def_piercing,a4_mag_count,a4_na_cost,a4_equip_slot1,a4_equip_slot2,a4_equip_slot3,ds1_atk_type,ds1_def_type,ds1_unit_type,ds1_alt_count,ds1_invul,ds1_deals_dmg,ds1_heals,ds1_heals_one_or_many,ds1_ex_cost,ds1_ex_length,ds1_generates_cost,ds1_max_hp,ds1_atk,ds1_def,ds1_healing,ds1_accuracy,ds1_evasion,ds1_crit,ds1_crit_dmg,ds1_stability,ds1_min_dmg,ds1_cc_power,ds1_cc_res,ds1_recov_boost,ds1_atk_spd,ds1_equip_slot1,ds1_equip_slot2,ds1_equip_slot3,ds2_atk_type,ds2_unit_type,ds2_alt_count,ds2_deals_dmg,ds2_heals,ds2_heals_one_or_many,ds2_ex_cost,ds2_ex_length,ds2_generates_cost,ds2_max_hp,ds2_atk,ds2_def,ds2_healing,ds2_accuracy,ds2_evasion,ds2_crit,ds2_crit_dmg,ds2_stability,ds2_min_dmg,ds2_cc_power,ds2_cc_res,ds2_recov_boost,ds2_atk_spd,ds2_equip_slot1,ds2_equip_slot2,ds2_equip_slot3,as1_atk_type,as1_def_type,as1_unit_type,as1_alt_count,as1_invul,as1_deals_dmg,as1_heals,as1_ex_cost,as1_ex_length,as1_generates_cost,as1_max_hp,as1_atk,as1_def,as1_healing,as1_accuracy,as1_evasion,as1_crit,as1_crit_dmg,as1_stability,as1_min_dmg,as1_cc_power,as1_cc_res,as1_recov_boost,as1_atk_spd,as1_equip_slot1,as1_equip_slot2,as1_equip_slot3,as2_atk_type,as2_unit_type,as2_alt_count,as2_deals_dmg,as2_heals,as2_ex_cost,as2_ex_length,as2_generates_cost,as2_max_hp,as2_atk,as2_def,as2_healing,as2_accuracy,as2_evasion,as2_crit,as2_crit_dmg,as2_stability,as2_min_dmg,as2_cc_power,as2_cc_res,as2_recov_boost,as2_atk_spd,as2_equip_slot1,as2_equip_slot2,as2_equip_slot3,d1_affinity_indoor_dmg_mult,d1_affinity_indoor_block_r,d2_affinity_indoor_dmg_mult,d2_affinity_indoor_block_r,d3_affinity_indoor_dmg_mult,d3_affinity_indoor_block_r,d4_affinity_indoor_dmg_mult,d4_affinity_indoor_block_r,a1_affinity_indoor_dmg_mult,a1_affinity_indoor_block_r,a2_affinity_indoor_dmg_mult,a2_affinity_indoor_block_r,a3_affinity_indoor_dmg_mult,a3_affinity_indoor_block_r,a4_affinity_indoor_dmg_mult,a4_affinity_indoor_block_r,ds1_affinity_indoor_dmg_mult,ds1_affinity_indoor_block_r,ds2_affinity_indoor_dmg_mult,ds2_affinity_indoor_block_r,as1_affinity_indoor_dmg_mult,as1_affinity_indoor_block_r,as2_affinity_indoor_dmg_mult,as2_affinity_indoor_block_r,def_ex_cost_sum_FULL,def_ex_cost_mean_FULL,def_ex_cost_std_FULL,atk_ex_cost_sum,atk_ex_cost_mean,atk_ex_cost_std,diff_ex_cost_sum_FULL,diff_ex_cost_mean_FULL,diff_ex_cost_std_FULL,def_ex_length_sum_FULL,def_ex_length_mean_FULL,def_ex_length_std_FULL,atk_ex_length_sum,atk_ex_length_mean,atk_ex_length_std,diff_ex_length_sum_FULL,diff_ex_length_mean_FULL,diff_ex_length_std_FULL,def_max_hp_sum_FULL,def_max_hp_mean_FULL,def_max_hp_std_FULL,atk_max_hp_sum,atk_max_hp_mean,atk_max_hp_std,diff_max_hp_sum_FULL,diff_max_hp_mean_FULL,diff_max_hp_std_FULL,def_atk_sum_FULL,def_atk_mean_FULL,def_atk_std_FULL,atk_atk_sum,atk_atk_mean,atk_atk_std,diff_atk_sum_FULL,diff_atk_mean_FULL,diff_atk_std_FULL,def_def_sum_FULL,def_def_mean_FULL,def_def_std_FULL,atk_def_sum,atk_def_mean,atk_def_std,diff_def_sum_FULL,diff_def_mean_FULL,diff_def_std_FULL,def_healing_sum_FULL,def_healing_mean_FULL,def_healing_std_FULL,atk_healing_sum,atk_healing_mean,atk_healing_std,diff_healing_sum_FULL,diff_healing_mean_FULL,diff_healing_std_FULL,def_accuracy_sum_FULL,def_accuracy_mean_FULL,def_accuracy_std_FULL,atk_accuracy_sum,atk_accuracy_mean,atk_accuracy_std,diff_accuracy_sum_FULL,diff_accuracy_mean_FULL,diff_accuracy_std_FULL,def_evasion_sum_FULL,def_evasion_mean_FULL,def_evasion_std_FULL,atk_evasion_sum,atk_evasion_mean,atk_evasion_std,diff_evasion_sum_FULL,diff_evasion_mean_FULL,diff_evasion_std_FULL,def_crit_sum_FULL,def_crit_mean_FULL,def_crit_std_FULL,atk_crit_sum,atk_crit_mean,atk_crit_std,diff_crit_sum_FULL,diff_crit_mean_FULL,diff_crit_std_FULL,def_role_dealer_prop_FULL,def_role_tank_prop_FULL,atk_role_dealer_prop_FULL,atk_role_tank_prop_FULL,def_position_back_prop_FULL,def_position_front_prop_FULL,def_position_middle_prop_FULL,atk_position_back_prop_FULL,atk_position_front_prop_FULL,atk_position_middle_prop_FULL,ttk_a1_to_def,ttk_a2_to_def,ttk_a3_to_def,ttk_a4_to_def,ttk_d1_to_atk,ttk_d2_to_atk,ttk_d3_to_atk,ttk_d4_to_atk,ttk_avg_atk_to_def,ttk_avg_def_to_atk,ttk_delta_strikers,ttk_as1_to_def_str,ttk_as2_to_def_str,ttk_avg_atkS_to_def_str,ttk_ds1_to_atk_str,ttk_ds2_to_atk_str,ttk_avg_defS_to_atk_str,ttk_delta_specials
marina,tshiroko,shun,hoshino,sayane,sshiroko,hoshino,tshiroko,shun,marina,sayane,sshiroko,1,yellow,red,tank,smg,front,1,yes,yes,no,,3,8.83,no,no,134170,3913,148,0.0816,6197,109,2219,518,520,2.0,0.8,1264,0.7583,350,100,100,0.35,1.0,200,0.0,0,20,4,shoes,badge,amulet,blue,blue,dealer,ar,middle,0,yes,yes,no,,3,3.33,no,no,69289,6276,108,0.0609,5932,709,1239,733,100,2.46,0.5,1380,0.7798,650,100,100,0.35,1.0,200,0.0,0,15,3,hat,badge,wristwatch,red,red,dealer,sr,back,1,no,yes,no,,3,2.47,yes,no,46867,10930,108,0.0609,5715,1128,201,1382,100,2.26,0.5,1980,0.8644,750,100,136,0.0,1.0,200,0.0,0,20,1,gloves,hairpin,wristwatch,yellow,yellow,tank,sg,front,2,no,yes,yes,self,4,7.63,no,no,111386,4757,2792,0.6262,7077,615,246,505,520,2.0,1.0,1948,0.8608,350,100,100,0.0,1.0,200,0.0,0,8,1,shoes,bag,amulet,yellow,yellow,tank,sg,front,2,no,yes,yes,self,4,7.63,no,no,111386,4757,2792,0.6262,7077,615,246,505,520,2.0,1.0,1948,0.8608,350,100,100,0.0,1.0,200,0.0,0,8,1,shoes,bag,amulet,blue,blue,dealer,ar,middle,0,yes,yes,no,,3,3.33,no,no,69289,6276,108,0.0609,5932,709,1239,733,100,2.46,0.5,1380,0.7798,650,100,100,0.35,1.0,200,0.0,0,15,3,hat,badge,wristwatch,red,red,dealer,sr,back,1,no,yes,no,,3,2.47,yes,no,46867,10930,108,0.0609,5715,1128,201,1382,100,2.26,0.5,1980,0.8644,750,100,136,0.0,1.0,200,0.0,0,20,1,gloves,hairpin,wristwatch,yellow,red,tank,smg,front,1,yes,yes,no,,3,8.83,no,no,134170,3913,148,0.0816,6197,109,2219,518,520,2.0,0.8,1264,0.7583,350,100,100,0.35,1.0,200,0.0,0,20,4,shoes,badge,amulet,yellow,red,support,1,no,yes,no,,4,14.53,no,46530,7493,1804,8526,1160,191,1241,2.26,2194,0.8869,100,100,0.0,1.0,gloves,bag,wristwatch,blue,support,2,yes,no,,3,4.93,yes,43517,8150,2060,8069,660,786,734,2.46,1582,0.8127,100,100,0.0,1.0,hat,bag,wristwatch,yellow,red,support,1,no,yes,no,4,14.53,no,46530,7493,1804,8526,1160,191,1241,2.26,2194,0.8869,100,100,0.0,1.0,gloves,bag,wristwatch,blue,support,2,yes,no,3,4.93,yes,43517,8150,2060,8069,660,786,734,2.46,1582,0.8127,100,100,0.0,1.0,hat,bag,wristwatch,1.3,0.75,1.1,0.45,0.8,0.0,1.0,0.3,1.0,0.3,1.1,0.45,0.8,0.0,1.3,0.75,1.0,0.3,0.8,0.0,1.0,0.3,0.8,0.0,20,3.333333333333333,0.5163977794943222,20,3.333333333333333,0.5163977794943222,0,0.0,0.0,41.72,6.953333333333333,4.44315953648602,41.72,6.953333333333333,4.44315953648602,0.0,0.0,0.0,451759,75293.16666666667,38601.33576661132,451759,75293.16666666667,38601.33576661132,0,0.0,0.0,41519,6919.833333333333,2532.061722523104,41519,6919.833333333333,2532.061722523104,0,0.0,0.0,7020,1170.0,1193.7430209220072,7020,1170.0,1193.7430209220072,0,0.0,0.0,41516,6919.333333333333,1172.6023480560946,41516,6919.333333333333,1172.6023480560946,0,0.0,0.0,4381,730.1666666666666,386.6551004017233,4381,730.1666666666666,386.6551004017233,0,0.0,0.0,4882,813.6666666666666,805.2273384993002,4882,813.6666666666666,805.2273384993002,0,0.0,0.0,5113,852.1666666666666,372.0942980840565,5113,852.1666666666666,372.0942980840565,0,0.0,5.684341886080803e-14,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.25,25.596804708850115,17.465483588272782,7.787797346752059,31.117812420138,31.117812420138,17.465483588272786,7.787797346752059,25.596804708850115,20.491974516003243,20.49197451600324,-3.552713678800501e-15,16.250367009208595,13.449493865030677,14.849930437119635,16.250367009208595,13.449493865030677,14.849930437119635,0.0
shun,hoshino,tshiroko,iori,nagisa,sshiroko,hoshino,tshiroko,marina,iori,hibiki,sshiroko,0,red,red,dealer,sr,back,1,no,yes,no,,3,2.47,yes,no,46867,10930,108,0.0609,5715,1128,201,1382,100,2.26,0.5,1980,0.8644,750,100,136,0.0,1.0,200,0.0,0,20,1,gloves,hairpin,wristwatch,yellow,yellow,tank,sg,front,2,no,yes,yes,self,4,7.63,no,no,111386,4757,2792,0.6262,7077,615,246,505,520,2.0,1.0,1948,0.8608,350,100,100,0.0,1.0,200,0.0,0,8,1,shoes,bag,amulet,blue,blue,dealer,ar,middle,0,yes,yes,no,,3,3.33,no,no,69289,6276,108,0.0609,5932,709,1239,733,100,2.46,0.5,1380,0.7798,650,100,100,0.35,1.0,200,0.0,0,15,3,hat,badge,wristwatch,yellow,yellow,dealer,sr,back,1,no,yes,no,,3,7.33,no,no,52713,8067,113,0.0635,5497,1491,194,824,100,2.46,0.5,2056,0.8728,650,100,136,0.0,1.0,200,0.0,0,5,1,hat,hairpin,wristwatch,yellow,yellow,tank,sg,front,2,no,yes,yes,self,4,7.63,no,no,111386,4757,2792,0.6262,7077,615,246,505,520,2.0,1.0,1948,0.8608,350,100,100,0.0,1.0,200,0.0,0,8,1,shoes,bag,amulet,blue,blue,dealer,ar,middle,0,yes,yes,no,,3,3.33,no,no,69289,6276,108,0.0609,5932,709,1239,733,100,2.46,0.5,1380,0.7798,650,100,100,0.35,1.0,200,0.0,0,15,3,hat,badge,wristwatch,yellow,red,tank,smg,front,1,yes,yes,no,,3,8.83,no,no,134170,3913,148,0.0816,6197,109,2219,518,520,2.0,0.8,1264,0.7583,350,100,100,0.35,1.0,200,0.0,0,20,4,shoes,badge,amulet,yellow,yellow,dealer,sr,back,1,no,yes,no,,3,7.33,no,no,52713,8067,113,0.0635,5497,1491,194,824,100,2.46,0.5,2056,0.8728,650,100,136,0.0,1.0,200,0.0,0,5,1,hat,hairpin,wristwatch,red,,support,1,,yes,yes,one,3,6.83,no,44099,7734,2061,11519,759,977,682,2.46,1132,0.731,100,100,0.0,1.0,hat,bag,wristwatch,blue,support,2,yes,no,,3,4.93,yes,43517,8150,2060,8069,660,786,734,2.46,1582,0.8127,100,100,0.0,1.0,hat,bag,wristwatch,red,,support,1,,yes,no,4,4.0,no,43506,7070,437,7437,500,201,831,2.46,1141,0.7329,100,136,0.0,1.0,hat,hairpin,wristwatch,blue,support,2,yes,no,3,4.93,yes,43517,8150,2060,8069,660,786,734,2.46,1582,0.8127,100,100,0.0,1.0,hat,bag,wristwatch,0.8,0.0,1.0,0.3,1.1,0.45,1.3,0.75,1.0,0.3,1.1,0.45,1.3,0.75,1.3,0.75,1.3,0.75,0.8,0.0,1.0,0.3,0.8,0.0,19,3.1666666666666665,0.4082482904638629,20,3.333333333333333,0.5163977794943222,1,0.1666666666666669,0.1081494890304592,32.52,5.419999999999999,2.183162843216236,36.05,6.008333333333333,2.2229747336995684,3.530000000000001,0.5883333333333338,0.0398118904833322,367871,61311.833333333336,26330.925638242697,454581,75763.5,38298.58879253908,86710,14451.666666666664,11967.66315429638,45914,7652.333333333333,2071.0691602809084,38233,6372.166666666667,1742.7354838490742,-7681,-1280.166666666666,-328.3336764318342,7242,1207.0,1231.3884845977732,5658,943.0,1178.1914954709189,-1584,-264.0,-53.19698912685453,43809,7301.5,2283.659147070771,40209,6701.5,984.8337423138994,-3600,-600.0,-1298.8254047568714,5362,893.6666666666666,345.3147356639544,4084,680.6666666666666,452.0233032340995,-1278,-213.0,106.70856757014514,3643,607.1666666666666,454.7726538245969,4885,814.1666666666666,804.7641683541003,1242,207.0,349.99151452950343,4860,810.0,299.4975792890487,4145,690.8333333333334,145.2080117165257,-715,-119.16666666666664,-154.289567572523,0.75,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,12.879572209375656,16.320486775015933,15.657583695374392,7.594908268253377,8.45750228728271,22.055838763926847,19.798139738687063,13.006027643485806,13.11313773700484,15.829377108345604,2.716239371340764,11.531488684582744,12.567776073619632,12.049632379101189,11.952482544608223,15.245782208588958,13.59913237659859,1.5494999974974029
reisa,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,marina,hibiki,sshiroko,1,yellow,yellow,tank,sg,front,1,no,yes,yes,self,3,4.93,no,yes,122892,5025,2597,0.6091,8080,655,217,518,520,2.0,0.8,1812,0.8444,350,100,100,0.0,1.0,200,0.0,0,8,2,shoes,bag,amulet,blue,blue,dealer,ar,middle,0,yes,yes,no,,3,3.33,no,no,69289,6276,108,0.0609,5932,709,1239,733,100,2.46,0.5,1380,0.7798,650,100,100,0.35,1.0,200,0.0,0,15,3,hat,badge,wristwatch,red,red,dealer,sr,back,1,no,yes,no,,3,2.47,yes,no,46867,10930,108,0.0609,5715,1128,201,1382,100,2.26,0.5,1980,0.8644,750,100,136,0.0,1.0,200,0.0,0,20,1,gloves,hairpin,wristwatch,yellow,red,tank,smg,front,1,yes,yes,no,,3,8.83,no,no,134170,3913,148,0.0816,6197,109,2219,518,520,2.0,0.8,1264,0.7583,350,100,100,0.35,1.0,200,0.0,0,20,4,shoes,badge,amulet,yellow,yellow,dealer,sr,back,1,no,yes,no,,3,7.33,no,no,52713,8067,113,0.0635,5497,1491,194,824,100,2.46,0.5,2056,0.8728,650,100,136,0.0,1.0,200,0.0,0,5,1,hat,hairpin,wristwatch,yellow,yellow,tank,sg,front,2,no,yes,yes,self,4,7.63,no,no,111386,4757,2792,0.6262,7077,615,246,505,520,2.0,1.0,1948,0.8608,350,100,100,0.0,1.0,200,0.0,0,8,1,shoes,bag,amulet,blue,blue,dealer,ar,middle,0,yes,yes,no,,3,3.33,no,no,69289,6276,108,0.0609,5932,709,1239,733,100,2.46,0.5,1380,0.7798,650,100,100,0.35,1.0,200,0.0,0,15,3,hat,badge,wristwatch,yellow,red,tank,smg,front,1,yes,yes,no,,3,8.83,no,no,134170,3913,148,0.0816,6197,109,2219,518,520,2.0,0.8,1264,0.7583,350,100,100,0.35,1.0,200,0.0,0,20,4,shoes,badge,amulet,yellow,red,support,1,no,yes,no,,4,14.53,no,46530,7493,1804,8526,1160,191,1241,2.26,2194,0.8869,100,100,0.0,1.0,gloves,bag,wristwatch,blue,support,2,yes,no,,3,4.93,yes,43517,8150,2060,8069,660,786,734,2.46,1582,0.8127,100,100,0.0,1.0,hat,bag,wristwatch,red,,support,1,,yes,no,4,4.0,no,43506,7070,437,7437,500,201,831,2.46,1141,0.7329,100,136,0.0,1.0,hat,hairpin,wristwatch,blue,support,2,yes,no,3,4.93,yes,43517,8150,2060,8069,660,786,734,2.46,1582,0.8127,100,100,0.0,1.0,hat,bag,wristwatch,1.3,0.75,1.1,0.45,0.8,0.0,1.3,0.75,1.3,0.75,1.0,0.3,1.1,0.45,1.3,0.75,1.0,0.3,0.8,0.0,1.0,0.3,0.8,0.0,19,3.1666666666666665,0.408248290463863,20,3.333333333333333,0.5163977794943222,1,0.1666666666666669,0.1081494890304591,39.02,6.503333333333334,4.497317719115102,36.05,6.008333333333333,2.2229747336995684,-2.970000000000006,-0.495000000000001,-2.274342985415534,463265,77210.83333333333,40966.34535526286,454581,75763.5,38298.58879253908,-8684,-1447.3333333333285,-2667.756562723785,41787,6964.5,2488.262747380188,38233,6372.166666666667,1742.7354838490742,-3554,-592.333333333333,-745.5272635311135,6825,1137.5,1142.2976407224169,5658,943.0,1178.1914954709189,-1167,-194.5,35.89385474850178,42519,7086.5,1267.2491073186834,40209,6701.5,984.8337423138994,-2310,-385.0,-282.415365004784,4421,736.8333333333334,384.6117089567954,4084,680.6666666666666,452.0233032340995,-337,-56.16666666666674,67.41159427730412,4853,808.8333333333334,809.3924676364777,4885,814.1666666666666,804.7641683541003,32,5.3333333333332575,-4.628299282377384,5126,854.3333333333334,369.6986159923603,4145,690.8333333333334,145.2080117165257,-981,-163.5,-224.4906042758346,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.25,15.272375108466592,25.89914862308177,18.38215025493945,31.48536928188091,20.87952736318408,19.798139738687063,8.457502287282708,26.81309097878865,22.759760817092182,18.987065091985624,-3.7726957251065594,12.446552333804808,14.15538343558282,13.300967884693817,14.002352195382358,15.245782208588956,14.624067201985657,1.3230993172918415
reisa,tshiroko,shun,hoshino,sayane,sshiroko,marina,tshiroko,hoshino,iori,sayane,sshiroko,1,yellow,yellow,tank,sg,front,1,no,yes,yes,self,3,4.93,no,yes,122892,5025,2597,0.6091,8080,655,217,518,520,2.0,0.8,1812,0.8444,350,100,100,0.0,1.0,200,0.0,0,8,2,shoes,bag,amulet,blue,blue,dealer,ar,middle,0,yes,yes,no,,3,3.33,no,no,69289,6276,108,0.0609,5932,709,1239,733,100,2.46,0.5,1380,0.7798,650,100,100,0.35,1.0,200,0.0,0,15,3,hat,badge,wristwatch,red,red,dealer,sr,back,1,no,yes,no,,3,2.47,yes,no,46867,10930,108,0.0609,5715,1128,201,1382,100,2.26,0.5,1980,0.8644,750,100,136,0.0,1.0,200,0.0,0,20,1,gloves,hairpin,wristwatch,yellow,yellow,tank,sg,front,2,no,yes,yes,self,4,7.63,no,no,111386,4757,2792,0.6262,7077,615,246,505,520,2.0,1.0,1948,0.8608,350,100,100,0.0,1.0,200,0.0,0,8,1,shoes,bag,amulet,yellow,red,tank,smg,front,1,yes,yes,no,,3,8.83,no,no,134170,3913,148,0.0816,6197,109,2219,518,520,2.0,0.8,1264,0.7583,350,100,100,0.35,1.0,200,0.0,0,20,4,shoes,badge,amulet,blue,blue,dealer,ar,middle,0,yes,yes,no,,3,3.33,no,no,69289,6276,108,0.0609,5932,709,1239,733,100,2.46,0.5,1380,0.7798,650,100,100,0.35,1.0,200,0.0,0,15,3,hat,badge,wristwatch,yellow,yellow,tank,sg,front,2,no,yes,yes,self,4,7.63,no,no,111386,4757,2792,0.6262,7077,615,246,505,520,2.0,1.0,1948,0.8608,350,100,100,0.0,1.0,200,0.0,0,8,1,shoes,bag,amulet,yellow,yellow,dealer,sr,back,1,no,yes,no,,3,7.33,no,no,52713,8067,113,0.0635,5497,1491,194,824,100,2.46,0.5,2056,0.8728,650,100,136,0.0,1.0,200,0.0,0,5,1,hat,hairpin,wristwatch,yellow,red,support,1,no,yes,no,,4,14.53,no,46530,7493,1804,8526,1160,191,1241,2.26,2194,0.8869,100,100,0.0,1.0,gloves,bag,wristwatch,blue,support,2,yes,no,,3,4.93,yes,43517,8150,2060,8069,660,786,734,2.46,1582,0.8127,100,100,0.0,1.0,hat,bag,wristwatch,yellow,red,support,1,no,yes,no,4,14.53,no,46530,7493,1804,8526,1160,191,1241,2.26,2194,0.8869,100,100,0.0,1.0,gloves,bag,wristwatch,blue,support,2,yes,no,3,4.93,yes,43517,8150,2060,8069,660,786,734,2.46,1582,0.8127,100,100,0.0,1.0,hat,bag,wristwatch,1.3,0.75,1.1,0.45,0.8,0.0,1.0,0.3,1.3,0.75,1.1,0.45,1.0,0.3,1.3,0.75,1.0,0.3,0.8,0.0,1.0,0.3,0.8,0.0,20,3.333333333333333,0.5163977794943222,20,3.333333333333333,0.5163977794943222,0,0.0,0.0,37.82,6.303333333333334,4.398757400296891,46.58,7.763333333333333,3.868160630928693,8.759999999999998,1.459999999999999,-0.5305967693681986,440481,73413.5,35293.86395820101,457605,76267.5,37805.916567384,17124,2854.0,2512.052609182996,42631,7105.166666666667,2297.8223966761807,38656,6442.666666666667,1784.6629560414667,-3975,-662.5,-513.159440634714,9469,1578.1666666666667,1193.0931927836427,7025,1170.8333333333333,1192.854796975167,-2444,-407.3333333333335,-0.2383958084758433,43399,7233.166666666667,1192.4273423008492,41298,6883.0,1219.8093293625852,-2101,-350.16666666666697,27.381987061736027,4927,821.1666666666666,252.04239061448905,4744,790.6666666666666,478.77872411654494,-183,-30.5,226.73633350205588,2880,480.0,437.0363829248087,4875,812.5,806.2969056123185,1995,332.5,369.2605226875098,5113,852.1666666666666,372.0942980840565,4555,759.1666666666666,268.494630610496,-558,-93.0,-103.59966747356049,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.25,17.899437771530792,21.911547960484384,14.723670380491908,8.682347836866246,20.87952736318408,19.798139738687063,8.457502287282708,22.055838763926847,15.80425098734333,17.797752038270172,1.9935010509268416,9.347457627118644,16.873236196319016,13.11034691171883,14.002352195382358,15.245782208588958,14.624067201985657,1.5137202902668268
